CUSTOMERID,RECENCY,FREQUENCY,MONETARY,R_SCORE,F_SCORE,M_SCORE,SEGMENT
14770,233,2,745.66,1,2,3,At Risk
13495,233,5,1922.59,1,4,5,At Risk
12354,233,1,918.02,1,2,4,At Risk
16163,233,2,856.6,1,3,4,At Risk
16587,233,1,214.95,1,1,2,At Risk
17670,228,1,185.3,1,1,1,At Risk
12573,228,1,141.26,1,1,1,At Risk
17277,228,2,1015.33,1,3,4,At Risk
16823,228,1,332.05,1,2,2,At Risk
16834,228,1,319.98,1,1,2,At Risk
16965,227,1,114.45,1,1,1,At Risk
17187,227,1,123.25,1,1,1,At Risk
18220,227,1,305.28,1,2,2,At Risk
15891,227,1,343.95,1,1,2,At Risk
16698,227,2,1998,1,3,5,At Risk
17991,226,2,93.35,1,2,1,At Risk
17893,226,1,50.51,1,1,1,At Risk
13229,226,1,160.95,1,1,1,At Risk
14271,226,1,89.4,1,2,1,At Risk
15223,226,3,724.35,1,3,3,At Risk
14022,226,1,287.06,1,2,2,At Risk
15143,226,1,235.75,1,1,2,At Risk
15210,226,1,246.22,1,2,2,At Risk
15508,226,6,944.93,1,5,4,At Risk
16227,226,1,282.9,1,1,2,At Risk
15266,223,1,119.3,1,1,1,At Risk
13715,223,5,1011.56,1,4,4,At Risk
15464,223,1,1011.45,1,2,4,At Risk
15661,223,2,290,1,2,2,At Risk
16105,220,1,274.56,1,1,2,At Risk
15442,220,1,594,1,1,3,At Risk
17618,220,3,878.31,1,4,4,At Risk
17492,220,1,353.97,1,2,2,At Risk
16586,220,1,463.95,1,2,3,At Risk
17578,219,1,96.3,1,1,1,At Risk
16714,219,3,993.37,1,4,4,At Risk
16990,219,1,179,1,1,1,At Risk
13711,219,2,197.16,1,3,1,At Risk
16457,219,1,161.56,1,1,1,At Risk
14199,219,1,175.2,1,2,1,At Risk
14340,219,1,124.5,1,1,1,At Risk
14697,219,2,116.05,1,3,1,At Risk
14423,219,1,244.8,1,2,2,At Risk
15759,219,3,248,1,3,2,At Risk
17374,219,2,495.77,1,3,3,At Risk
16109,219,2,385.2,1,3,2,At Risk
17955,219,2,385.7,1,3,2,At Risk
18239,219,5,1420.81,1,4,4,At Risk
14393,219,1,67.95,1,2,1,At Risk
13682,218,1,59.5,1,2,1,At Risk
16963,218,1,110.55,1,1,1,At Risk
15349,218,2,365.95,1,3,2,At Risk
12468,218,2,640.6,1,3,3,At Risk
16883,218,2,272.48,1,2,2,At Risk
17708,218,2,253.85,1,3,2,At Risk
14512,218,2,260.82,1,3,2,At Risk
16338,217,1,199.2,1,1,1,At Risk
18203,217,1,157.3,1,2,1,At Risk
13085,217,3,372.98,1,3,2,At Risk
13338,217,1,410.1,1,2,2,At Risk
17046,217,1,557.1,1,1,3,At Risk
16302,216,1,170.1,1,2,1,At Risk
13513,216,1,205.1,1,2,1,At Risk
18282,216,2,152.45,1,3,1,At Risk
17309,215,1,71.25,1,1,1,At Risk
15307,215,1,205.3,1,1,1,At Risk
18196,215,2,570.85,1,3,3,At Risk
16820,215,1,455.25,1,1,3,At Risk
12616,215,2,672.5,1,3,3,At Risk
13931,215,2,1040.19,1,2,4,At Risk
15364,215,2,810.59,1,2,3,At Risk
13744,215,2,844.38,1,3,4,At Risk
13851,215,3,2358.72,1,3,5,At Risk
13947,214,1,90.6,1,1,1,At Risk
14389,214,2,826.4,1,3,4,At Risk
16106,214,1,95.1,1,1,1,At Risk
18033,214,1,61.2,1,2,1,At Risk
17382,214,1,65.4,1,1,1,At Risk
13483,214,1,79.5,1,1,1,At Risk
14054,214,1,82.5,1,2,1,At Risk
17816,214,3,22.39,1,3,1,At Risk
17647,214,1,133.06,1,2,1,At Risk
16758,214,1,306.06,1,1,2,At Risk
17222,214,1,314.71,1,1,2,At Risk
16803,214,1,257.4,1,2,2,At Risk
12719,214,2,519.25,1,3,3,At Risk
15244,214,2,530.37,1,3,3,At Risk
14396,214,2,474.99,1,3,3,At Risk
16140,214,2,377.66,1,2,2,At Risk
15127,214,1,386.61,1,2,2,At Risk
13989,214,2,791.42,1,3,3,At Risk
12789,214,1,91.85,1,1,1,At Risk
14219,212,1,56.7,1,1,1,At Risk
18015,212,1,66.7,1,1,1,At Risk
16597,212,1,30.2,1,2,1,At Risk
15097,212,1,200.64,1,1,1,At Risk
13790,212,1,125,1,1,1,At Risk
12367,212,1,125.1,1,1,1,At Risk
13173,212,2,275.2,1,3,2,At Risk
17383,212,1,141.39,1,2,1,At Risk
14873,211,1,509.48,1,2,3,At Risk
12770,211,1,1073.05,1,1,4,At Risk
17400,211,5,1872.01,1,4,5,At Risk
17765,211,3,349.88,1,4,2,At Risk
14689,209,1,95.9,1,2,1,At Risk
15164,209,3,794.52,1,3,3,At Risk
15333,209,1,1018.36,1,2,4,At Risk
17263,209,1,58.29,1,1,1,At Risk
16642,208,2,522.07,1,3,3,At Risk
14489,208,1,380.8,1,2,2,At Risk
16496,208,3,1317.98,1,4,4,At Risk
14016,208,4,3726.69,1,4,5,At Risk
15813,208,2,1217.75,1,2,4,At Risk
14888,208,1,352.2,1,2,2,At Risk
14513,207,2,264.7,1,3,2,At Risk
15123,207,2,1951.99,1,3,5,At Risk
13976,207,1,339.26,1,2,2,At Risk
17556,206,1,147.4,1,1,1,At Risk
14620,206,2,363.15,1,3,2,At Risk
13531,206,2,483.8,1,3,3,At Risk
12690,206,1,389.01,1,1,2,At Risk
13417,206,2,640.83,1,2,3,At Risk
13659,206,2,1310.87,1,2,4,At Risk
13572,206,1,1374.05,1,2,4,At Risk
17505,206,2,1069.52,1,3,4,At Risk
13192,206,2,775.32,1,3,3,At Risk
18097,206,6,2378.96,1,5,5,At Risk
17245,205,1,161.25,1,1,1,At Risk
17871,205,1,115.9,1,1,1,At Risk
12353,205,1,89,1,1,1,At Risk
13887,205,1,304.07,1,2,2,At Risk
14442,205,2,1475.14,1,2,4,At Risk
15648,205,2,619.1,1,3,3,At Risk
14896,205,2,378.42,1,3,2,At Risk
17457,205,5,1666.98,1,4,4,At Risk
17526,205,6,1244.2,1,4,4,At Risk
13762,205,2,260.5,1,2,2,At Risk
13391,204,1,59.8,1,2,1,At Risk
17166,204,2,199.54,1,3,1,At Risk
18048,204,1,157.34,1,1,1,At Risk
17455,204,1,131.7,1,2,1,At Risk
16146,204,3,671.73,1,4,3,At Risk
16226,204,3,241.2,1,4,2,At Risk
13243,204,1,554.06,1,1,3,At Risk
13376,204,3,928.1,1,3,4,At Risk
17615,204,3,329.6,1,4,2,At Risk
15292,202,1,162.25,1,1,1,At Risk
15705,202,1,143.1,1,1,1,At Risk
13972,202,1,145.9,1,1,1,At Risk
13227,202,1,257.7,1,1,2,At Risk
12710,202,3,825.3,1,3,4,At Risk
15724,202,2,218.25,1,3,2,At Risk
14647,202,1,226.14,1,1,2,At Risk
14195,202,2,767.2,1,3,3,At Risk
13946,202,2,469.35,1,2,3,At Risk
17176,202,1,275.35,1,2,2,At Risk
13223,201,2,163.2,1,2,1,At Risk
13479,201,2,266.95,1,3,2,At Risk
13339,201,1,789.2,1,1,3,At Risk
13737,201,1,335.35,1,1,2,At Risk
13885,201,2,500.2,1,3,3,At Risk
15042,200,1,135.93,1,1,1,At Risk
17375,200,3,265.99,1,4,2,At Risk
13168,200,4,1153.59,1,4,4,At Risk
18202,200,3,1352.51,1,3,4,At Risk
15314,200,1,226.45,1,2,2,At Risk
14287,199,2,123.35,1,3,1,At Risk
16448,199,1,177.79,1,1,1,At Risk
14705,199,1,179,1,2,1,At Risk
14985,199,2,202.6,1,2,1,At Risk
12779,199,8,3718.68,1,5,5,At Risk
16763,199,1,493.65,1,1,3,At Risk
14009,199,2,635.85,1,2,3,At Risk
13317,199,6,2098.16,1,5,5,At Risk
15882,199,4,480.96,1,4,3,At Risk
12974,198,1,144.8,1,1,1,At Risk
12547,198,2,146.6,1,2,1,At Risk
14816,198,1,271.85,1,1,2,At Risk
14740,198,3,1315.69,1,4,4,At Risk
16838,198,2,568.69,1,2,3,At Risk
15658,198,5,1024.1,1,4,4,At Risk
16449,198,2,663.29,1,3,3,At Risk
14280,197,1,129,1,2,1,At Risk
16323,197,1,207.5,1,2,2,At Risk
14625,197,2,845.03,1,3,4,At Risk
14338,197,2,540.4,1,3,3,At Risk
15104,197,2,812.2,1,3,4,At Risk
16275,197,1,467.63,1,1,3,At Risk
15897,195,2,83.16,1,2,1,At Risk
17051,195,1,182.6,1,1,1,At Risk
17152,195,3,1663.1,1,4,4,At Risk
12426,195,1,570.03,1,1,3,At Risk
15925,195,1,186.75,1,2,1,At Risk
16483,193,1,139.35,1,2,1,At Risk
18190,193,2,259.5,1,3,2,At Risk
13070,193,1,228.8,1,2,2,At Risk
18231,193,6,2048.71,1,5,5,At Risk
16810,193,1,290.84,1,1,2,At Risk
13398,193,1,374,1,2,2,At Risk
17454,193,4,490.19,1,4,3,At Risk
12790,193,1,284.6,1,1,2,At Risk
15823,192,2,142.66,1,2,1,At Risk
13187,192,1,224.97,1,1,2,At Risk
12735,192,2,670.45,1,3,3,At Risk
13368,192,2,552.6,1,3,3,At Risk
12413,192,3,667.7,1,3,3,At Risk
12386,192,2,290.7,1,3,2,At Risk
12956,191,1,108.07,1,1,1,At Risk
14438,191,1,114.9,1,1,1,At Risk
15808,191,4,3567.49,1,4,5,At Risk
17392,191,2,337.85,1,3,2,At Risk
17105,191,2,422.4,1,2,3,At Risk
13584,191,1,139.85,1,2,1,At Risk
17050,190,6,2910.15,1,5,5,At Risk
14247,190,1,135.07,1,1,1,At Risk
15917,189,1,102.7,1,2,1,At Risk
17906,189,1,68.35,1,1,1,At Risk
14964,189,1,184.86,1,1,1,At Risk
14220,189,2,612.48,1,3,3,At Risk
13863,189,1,253.72,1,1,2,At Risk
17140,189,1,406.17,1,1,2,At Risk
16378,189,3,275.35,1,3,2,At Risk
17174,188,1,49.5,1,1,1,At Risk
18227,188,1,93.75,1,2,1,At Risk
15552,188,1,73.5,1,1,1,At Risk
15668,188,1,76.32,1,2,1,At Risk
17548,188,3,128.4,1,4,1,At Risk
13723,188,1,199.85,1,1,1,At Risk
12502,188,5,3630.87,1,4,5,At Risk
17604,188,2,289.26,2,3,2,At Risk
16319,188,1,404.4,2,2,2,At Risk
12414,188,3,494.85,2,3,3,At Risk
15757,188,2,592.54,2,2,3,At Risk
13475,188,4,1199.7,2,4,4,At Risk
13952,188,2,2939.41,2,3,5,At Risk
18078,188,2,308.83,2,3,2,At Risk
15852,187,2,152.05,2,2,1,At Risk
16611,187,1,124.45,2,2,1,At Risk
16520,187,3,918.91,2,4,4,At Risk
15386,187,1,230.7,2,1,2,At Risk
16849,187,1,124.57,2,1,1,At Risk
12977,186,1,34.95,2,1,1,At Risk
16829,186,1,168.72,2,2,1,At Risk
17341,186,3,546.15,2,4,3,At Risk
15053,186,3,443.85,2,3,3,At Risk
13253,186,2,521,2,3,3,At Risk
15889,186,2,376.81,2,3,2,At Risk
13130,184,1,64,2,2,1,At Risk
16400,184,1,277.69,2,1,2,At Risk
17339,184,2,199.2,2,3,1,At Risk
14208,184,1,117.54,2,1,1,At Risk
16432,183,1,123.48,2,1,1,At Risk
13422,183,1,2430.66,2,2,5,At Risk
16895,183,1,184.79,2,1,1,At Risk
12923,183,1,169.48,2,2,1,At Risk
13348,183,1,171.6,2,1,1,At Risk
15937,183,1,145.35,2,2,1,At Risk
15264,183,1,272.98,2,1,2,At Risk
13504,183,1,245.95,2,2,2,At Risk
13845,183,1,249.9,2,1,2,At Risk
14819,183,2,251.67,2,2,2,At Risk
13177,183,1,282.45,2,1,2,At Risk
15766,183,1,294.9,2,2,2,At Risk
13602,183,1,374.81,2,2,2,At Risk
15837,183,1,378.22,2,2,2,At Risk
14538,183,2,357.65,2,3,2,At Risk
14317,183,1,465.62,2,1,3,At Risk
15300,183,1,439.44,2,1,3,At Risk
13023,183,2,635.78,2,3,3,At Risk
13049,183,2,646.6,2,3,3,At Risk
13591,183,3,1027.99,2,3,4,At Risk
13771,183,4,2349.75,2,4,5,At Risk
14518,183,1,128.24,2,1,1,At Risk
17831,182,1,35.4,2,1,1,At Risk
13365,182,2,1947.35,2,3,5,At Risk
17608,182,2,107.67,2,3,1,At Risk
14174,182,1,110.35,2,2,1,At Risk
15017,182,1,111.28,2,2,1,At Risk
13532,182,1,190.81,2,1,1,At Risk
15526,182,2,141.8,2,3,1,At Risk
16445,182,1,200.09,2,1,1,At Risk
16372,182,2,328.11,2,2,2,At Risk
15025,182,1,335.42,2,2,2,At Risk
12638,182,1,439.19,2,1,3,At Risk
12838,182,2,579.95,2,2,3,At Risk
13040,182,2,616.03,2,3,3,At Risk
15952,182,4,721.85,2,4,3,At Risk
12628,182,3,733,2,3,3,At Risk
13772,182,3,1003.09,2,4,4,At Risk
12357,182,1,5876.11,2,2,5,At Risk
17082,182,2,1807.45,2,2,5,At Risk
14039,182,1,152.2,2,2,1,At Risk
15992,181,1,41.99,2,1,1,At Risk
12967,181,3,1691.95,2,3,4,At Risk
14578,181,1,103.15,2,2,1,At Risk
15318,181,1,77.4,2,2,1,At Risk
12442,181,1,110.8,2,1,1,At Risk
17914,181,1,193.27,2,2,1,At Risk
16620,181,2,172,2,3,1,At Risk
16528,181,1,174.45,2,1,1,At Risk
12650,181,1,246.9,2,2,2,At Risk
17250,181,2,349.95,2,3,2,At Risk
17884,181,4,480.03,2,4,3,At Risk
17666,181,2,581.28,2,3,3,At Risk
12478,181,1,640.43,2,1,3,At Risk
14737,181,3,1164.55,2,4,4,At Risk
15822,181,2,811.7,2,2,4,At Risk
16569,181,1,92.7,2,1,1,At Risk
13080,180,1,17.4,2,1,1,At Risk
17349,180,1,41.05,2,2,1,At Risk
13663,180,1,150.75,2,2,1,At Risk
15069,180,1,982.21,2,1,4,At Risk
17795,180,2,284.65,2,3,2,At Risk
13936,180,1,293.2,2,2,2,At Risk
12732,180,1,215.86,2,1,2,At Risk
15912,179,2,241.02,2,3,2,At Risk
14871,179,4,493.31,2,4,3,At Risk
13476,179,2,1171.27,2,2,4,At Risk
17179,179,3,685.18,2,4,3,At Risk
17749,179,2,578.04,2,2,3,At Risk
17536,178,1,76.5,2,1,1,At Risk
16461,178,1,137.02,2,1,1,At Risk
18165,178,1,269.1,2,1,2,At Risk
16038,178,3,391.18,2,4,2,At Risk
15574,178,4,618.62,2,4,3,At Risk
13343,178,1,334.85,2,2,2,At Risk
14222,178,1,458.13,2,1,3,At Risk
12809,178,1,445.05,2,1,3,At Risk
16324,178,3,334.58,2,3,2,At Risk
16257,177,1,46.95,2,1,1,At Risk
14037,177,2,147.2,2,3,1,At Risk
13826,177,1,163.1,2,2,1,At Risk
16739,177,1,271.6,2,2,2,At Risk
15219,177,1,305.75,2,1,2,At Risk
13082,177,9,1847.57,2,5,5,At Risk
15585,177,1,367.7,2,1,2,At Risk
13951,177,3,584.13,2,3,3,At Risk
12816,177,2,553.5,2,2,3,At Risk
15907,177,3,793.4,2,3,3,At Risk
16276,177,1,810.6,2,1,3,At Risk
17157,177,2,288.76,2,3,2,At Risk
15181,176,3,562.4,2,3,3,At Risk
14491,176,2,320.65,2,3,2,At Risk
16050,174,1,90.5,2,1,1,At Risk
17282,174,3,1295.07,2,3,4,At Risk
13618,174,1,121.26,2,1,1,At Risk
12450,174,2,177.72,2,3,1,At Risk
13568,174,1,182.15,2,2,1,At Risk
15909,174,1,186.9,2,1,1,At Risk
14162,174,2,238.73,2,3,2,At Risk
17879,174,1,177.36,2,2,1,At Risk
16805,174,2,314.4,2,3,2,At Risk
16484,174,2,373.5,2,3,2,At Risk
18062,174,3,604,2,3,3,At Risk
13240,174,4,618.05,2,4,3,At Risk
15535,174,5,511.4,2,4,3,At Risk
17616,174,3,571.2,2,4,3,At Risk
12951,174,6,958.17,2,5,4,At Risk
12837,174,1,134.1,2,2,1,At Risk
15280,173,1,35.05,2,2,1,At Risk
15016,173,1,150.31,2,1,1,At Risk
15921,173,1,283.55,2,2,2,At Risk
15076,173,1,777.55,2,2,3,At Risk
15389,173,1,500,2,1,3,At Risk
15700,173,2,612.46,2,3,3,At Risk
17897,173,3,506.28,2,3,3,At Risk
15825,173,1,497.3,2,2,3,At Risk
17960,172,1,67.08,2,1,1,At Risk
15412,172,1,157.95,2,1,1,At Risk
15507,172,1,445.95,2,1,3,At Risk
16526,172,1,263.16,2,2,2,At Risk
14960,172,2,163.4,2,3,1,At Risk
16247,171,1,72.2,2,1,1,At Risk
16114,171,1,135.75,2,1,1,At Risk
15041,171,1,160.69,2,2,1,At Risk
16214,171,3,968.43,2,3,4,At Risk
17877,171,1,200.05,2,1,1,At Risk
14643,171,2,431.05,2,3,3,At Risk
14463,171,3,529.62,2,3,3,At Risk
13780,171,2,238.67,2,3,2,At Risk
16287,170,1,102.9,2,1,1,At Risk
13937,170,1,115.05,2,2,1,At Risk
17709,170,1,137.45,2,1,1,At Risk
16647,170,2,139.5,2,3,1,At Risk
14656,170,2,269.99,2,3,2,At Risk
15228,170,4,2844.01,2,4,5,At Risk
15130,170,1,284.75,2,1,2,At Risk
17630,170,2,493.4,2,3,3,At Risk
15384,170,2,453.35,2,3,3,At Risk
16175,170,4,955.55,2,4,4,At Risk
13929,170,2,842.65,2,3,4,At Risk
13300,170,1,330.85,2,1,2,At Risk
15258,169,2,613.2,2,2,3,At Risk
17704,169,2,794.35,2,3,3,At Risk
12422,169,3,736.5,2,3,3,At Risk
17979,169,4,656.5,2,4,3,At Risk
12548,167,1,95.2,2,2,1,At Risk
14795,167,1,131.45,2,2,1,At Risk
17768,167,3,1812.81,2,3,5,At Risk
15644,167,4,674.53,2,4,3,At Risk
17969,167,2,200.25,2,3,1,At Risk
17110,166,1,163.3,2,2,1,At Risk
18193,166,1,215.2,2,1,2,At Risk
17980,166,3,652.1,2,3,3,At Risk
13453,166,2,356.98,2,3,2,At Risk
15976,166,2,365.92,2,3,2,At Risk
12493,166,2,403.86,2,2,2,At Risk
14351,165,1,51,2,2,1,At Risk
17900,165,4,128.4,2,4,1,At Risk
13656,165,2,250.77,2,3,2,At Risk
16545,165,1,339.3,2,2,2,At Risk
15299,165,6,3503.81,2,5,5,At Risk
15146,165,2,757.64,2,3,3,At Risk
16200,165,2,944.5,2,2,4,At Risk
15065,165,4,2853.59,2,4,5,At Risk
14481,165,2,431.19,2,2,3,At Risk
17408,164,1,32.65,2,1,1,At Risk
15537,164,1,108.37,2,1,1,At Risk
14383,164,3,1126.09,2,4,4,At Risk
14327,164,1,311.65,2,2,2,At Risk
17391,164,2,508.8,2,2,3,At Risk
15334,164,3,241.21,2,3,2,At Risk
13745,163,1,45,2,1,1,At Risk
16498,163,2,92.49,2,2,1,At Risk
12424,163,2,1741.04,2,2,4,At Risk
15578,163,1,126,2,1,1,At Risk
17891,163,1,10.5,2,1,1,At Risk
15139,162,2,98.7,2,3,1,At Risk
14889,162,1,102.3,2,2,1,At Risk
15607,162,1,57,2,2,1,At Risk
12829,162,2,221,2,3,2,At Risk
12489,162,1,324.85,2,1,2,At Risk
12501,162,2,1698.11,2,3,4,At Risk
16551,162,3,405.08,2,3,2,At Risk
16567,162,2,536.8,2,2,3,At Risk
14672,162,2,672.94,2,2,3,At Risk
15649,162,2,816,2,3,4,At Risk
14828,162,2,1193.44,2,2,4,At Risk
16473,162,3,281.81,2,4,2,At Risk
13809,161,1,155.05,2,1,1,At Risk
17692,161,4,565.8,2,4,3,At Risk
14048,161,1,340.33,2,1,2,At Risk
14600,161,1,373.05,2,1,2,At Risk
15869,160,2,88.5,2,2,1,At Risk
17654,160,1,115.85,2,2,1,At Risk
18280,160,1,180.6,2,1,1,At Risk
15554,160,1,196.8,2,1,1,At Risk
16517,160,1,143.5,2,2,1,At Risk
13344,160,3,2389.45,2,3,5,At Risk
14012,160,1,315.2,2,1,2,At Risk
12614,160,1,315.6,2,1,2,At Risk
17817,160,3,383.04,2,3,2,At Risk
14817,160,2,941,2,3,4,At Risk
12754,160,3,833.5,2,4,4,At Risk
16356,160,3,210.12,2,4,2,At Risk
14981,159,1,88.2,2,1,1,At Risk
13712,159,1,78,2,2,1,At Risk
16144,159,1,175.2,2,2,1,At Risk
13718,159,2,296.55,2,3,2,At Risk
15235,159,12,1942.83,2,5,5,At Risk
15646,159,3,344.8,2,4,2,At Risk
13005,159,2,503.3,2,3,3,At Risk
13731,159,2,579.39,2,3,3,At Risk
13748,159,5,895.57,2,4,4,At Risk
12580,159,1,340.9,2,1,2,At Risk
17707,157,2,50.4,2,2,1,At Risk
14542,157,1,103.25,2,1,1,At Risk
17987,157,1,79.95,2,1,1,At Risk
17026,157,2,134.43,2,3,1,At Risk
14375,157,1,195.97,2,1,1,At Risk
16825,157,2,561.7,2,2,3,At Risk
13395,157,1,245.7,2,2,2,At Risk
17854,157,2,291.76,2,3,2,At Risk
17429,157,3,342.74,2,4,2,At Risk
14867,157,3,659.88,2,4,3,At Risk
17874,157,7,670.26,2,5,3,At Risk
17124,157,1,271.84,2,1,2,At Risk
18013,156,1,90.65,2,1,1,At Risk
13302,156,1,63.75,2,2,1,At Risk
15512,156,2,121,2,2,1,At Risk
18072,156,2,159.6,2,2,1,At Risk
13699,156,1,299.1,2,2,2,At Risk
14459,156,1,1723.52,2,2,4,At Risk
17560,156,4,629.55,2,4,3,At Risk
13583,156,1,523.41,2,1,3,At Risk
16012,156,3,1282.26,2,4,4,At Risk
15416,156,4,3518.1,2,4,5,At Risk
13291,156,1,341.46,2,2,2,At Risk
14053,155,2,260.25,2,3,2,At Risk
13248,155,2,386.3,2,3,2,At Risk
14079,155,1,302.2,2,2,2,At Risk
13210,154,1,226.2,2,1,2,At Risk
17030,153,1,92.45,2,1,1,At Risk
16455,153,7,1791.6,2,5,5,At Risk
13419,153,1,137,2,2,1,At Risk
13876,153,1,122.7,2,2,1,At Risk
13806,153,1,256.38,2,1,2,At Risk
12740,153,1,274.2,2,1,2,At Risk
14067,153,2,248.1,2,3,2,At Risk
12519,153,1,291.84,2,2,2,At Risk
13359,153,1,389.04,2,1,2,At Risk
13276,153,2,590.93,2,3,3,At Risk
12420,153,1,539.67,2,1,3,At Risk
13689,153,1,910,2,1,4,At Risk
13169,153,2,637.6,2,2,3,At Risk
12394,153,2,1034.72,2,3,4,At Risk
13763,153,1,1714.96,2,1,4,At Risk
14792,153,1,6.2,2,1,1,At Risk
14080,152,1,15,2,1,1,At Risk
14073,152,1,106.52,2,2,1,At Risk
15870,152,1,247.55,2,2,2,At Risk
14929,152,1,200.48,2,2,1,At Risk
17430,152,2,201.8,2,3,1,At Risk
12832,152,2,342.23,2,3,2,At Risk
15719,152,13,4654.81,2,5,5,At Risk
17761,152,1,628.66,2,2,3,At Risk
17014,152,3,562.1,2,4,3,At Risk
14700,152,3,2094.44,2,4,5,At Risk
12408,152,5,2658.43,2,4,5,At Risk
17158,152,3,1187.47,2,3,4,At Risk
15785,152,5,1616.99,2,4,4,At Risk
17623,152,1,453.13,2,1,3,At Risk
14087,151,1,132.35,2,1,1,At Risk
14204,151,1,135.78,2,1,1,At Risk
18273,151,3,204,2,4,1,At Risk
15883,151,2,349,2,2,2,At Risk
16000,151,3,12393.7,2,3,5,At Risk
17503,151,2,448.13,2,2,3,At Risk
16539,151,4,1205.45,2,4,4,At Risk
15195,151,1,3861,2,2,5,At Risk
15471,151,1,415.59,2,1,2,At Risk
15895,150,1,158.17,2,1,1,At Risk
13420,150,3,141.75,2,3,1,At Risk
13667,150,1,265.46,2,1,2,At Risk
16450,150,1,277.92,2,1,2,At Risk
15795,150,1,413.45,2,1,2,At Risk
14400,150,1,549.02,2,2,3,At Risk
15493,150,5,1917.47,2,4,5,At Risk
12782,150,6,2077.6,2,5,5,At Risk
15256,149,1,91.65,2,2,1,At Risk
14847,149,1,309.4,2,2,2,At Risk
12915,149,2,353.25,2,2,2,At Risk
15402,149,2,458.3,2,3,3,At Risk
14891,149,2,468.1,2,3,3,At Risk
14461,149,3,2036.68,2,4,5,At Risk
17921,149,4,773.29,2,4,3,At Risk
16040,149,3,1208.31,2,4,4,At Risk
12405,149,1,1486.71,2,1,4,At Risk
12653,149,2,2022.33,2,3,5,At Risk
17259,149,2,450.94,2,2,3,At Risk
14722,148,1,152.35,2,2,1,At Risk
17266,148,3,270.32,2,3,2,At Risk
15004,148,1,1099.35,2,2,4,At Risk
14293,148,4,896.5,2,4,4,At Risk
12815,148,2,982.3,2,3,4,At Risk
17948,148,1,358.56,2,2,2,At Risk
13967,146,1,80.7,2,2,1,At Risk
17984,146,1,128.65,2,1,1,At Risk
15716,146,4,812.18,2,4,4,At Risk
16054,146,1,727.2,2,1,3,At Risk
17774,146,4,1153.41,2,4,4,At Risk
12833,146,1,397.1,2,2,2,At Risk
13821,145,2,358.46,2,3,2,At Risk
14029,145,2,437.9,2,3,3,At Risk
13705,145,3,662.46,2,3,3,At Risk
16875,145,5,1822.91,2,4,5,At Risk
14758,145,4,1425.92,2,4,4,At Risk
13564,145,3,1600.55,2,3,4,At Risk
14583,145,5,731.08,2,4,3,At Risk
14117,144,1,90,2,2,1,At Risk
16112,144,1,10,2,2,1,At Risk
13631,144,11,3070.42,2,5,5,At Risk
15713,144,2,326.34,2,3,2,At Risk
15462,144,3,234.6,2,3,2,At Risk
17962,143,1,57.69,2,1,1,At Risk
16149,143,2,161,2,2,1,At Risk
17866,143,1,329.65,2,2,2,At Risk
12510,143,2,936.67,2,3,4,At Risk
15802,143,1,451.42,2,1,3,At Risk
12521,143,1,562.34,2,1,3,At Risk
17229,143,2,300.87,2,3,2,At Risk
14259,142,1,120,2,1,1,At Risk
17660,142,1,154.03,2,1,1,At Risk
17694,142,1,214.2,2,1,2,At Risk
14517,142,2,330.45,2,3,2,At Risk
16041,142,2,2739.8,2,3,5,At Risk
16654,142,4,505.75,2,4,3,At Risk
15108,142,4,1194.65,2,4,4,At Risk
14403,142,4,1430.45,2,4,4,At Risk
15623,142,1,280.55,2,1,2,At Risk
18146,141,2,94.35,2,2,1,At Risk
18150,141,3,505.5,2,4,3,At Risk
15829,141,2,268.68,2,3,2,At Risk
18262,141,1,97.4,2,1,1,At Risk
17935,139,2,130.07,2,3,1,At Risk
16178,139,1,197.9,2,2,1,At Risk
16305,139,1,326.9,2,2,2,At Risk
13116,139,1,426.72,2,2,3,At Risk
12763,139,2,448.48,2,3,3,At Risk
13802,139,3,4403.58,2,3,5,At Risk
17312,139,3,570.75,2,3,3,At Risk
13037,139,3,768.27,2,4,3,At Risk
17649,139,1,815.09,2,2,4,At Risk
12916,139,4,2819.55,2,4,5,At Risk
13461,139,3,868,2,3,4,At Risk
13296,138,1,66.4,2,2,1,At Risk
17693,138,1,151.15,2,1,1,At Risk
14100,138,1,178.9,2,2,1,At Risk
14970,138,4,1581.9,2,4,4,At Risk
17040,138,1,405.57,2,1,2,At Risk
14692,138,4,540.3,2,4,3,At Risk
15372,138,1,1061,2,2,4,At Risk
17579,138,3,387.43,2,4,2,At Risk
13194,136,1,51.7,2,1,1,At Risk
15261,136,1,181.3,2,2,1,At Risk
12397,136,2,2132.3,2,3,5,At Risk
14331,136,2,422.1,2,2,3,At Risk
13730,136,2,611.24,2,3,3,At Risk
16447,136,1,144.15,2,1,1,At Risk
18268,135,1,25.5,2,1,1,At Risk
15746,135,1,148.23,2,1,1,At Risk
14002,135,2,256.65,2,3,2,At Risk
15639,135,1,307.3,2,1,2,At Risk
17931,135,2,372.01,2,3,2,At Risk
12853,135,6,1770.5,2,5,4,At Risk
12453,135,1,613.49,2,1,3,At Risk
18151,135,2,567.55,2,3,3,At Risk
12507,135,4,996.82,2,4,4,At Risk
15245,135,3,2103.16,2,3,5,At Risk
12743,135,2,472.24,2,3,3,At Risk
13106,134,1,76.5,2,1,1,At Risk
14143,134,1,115.8,2,1,1,At Risk
